24440,37.996542,-79.15354,,23181,37.559878,-76.83018,,23181,37.559878,-76.83018,,
23180,37.710586,-76.63179,,24440,37.996542,-79.15354,,24440,37.996542,-79.15354,,
23630,37.072658,-76.38992,,23180,37.710586,-76.63179,,23180,37.710586,-76.63179,,
22701,38.459521,-77.99875,,23630,37.072658,-76.38992,,23630,37.072658,-76.38992,,
23517,36.870197,-76.29271,,22701,38.459521,-77.99875,,22701,38.459521,-77.99875,,
24432,38.178513,-79.42701,,23517,36.870197,-76.29271,,23517,36.870197,-76.29271,,
23146,37.725675,-77.69002,,24432,38.178513,-79.42701,,24432,38.178513,-79.42701,,
23351,37.528076,-75.822769,,23146,37.725675,-77.69002,,23146,37.725675,-77.69002,,
24640,37.13549,-81.563406,,23351,37.528076,-75.822769,,23351,37.528076,-75.822769,,
22547,38.271077,-77.17261,,24640,37.13549,-81.563406,,24640,37.13549,-81.563406,,
23126,37.902954,-77.14586,,22547,38.271077,-77.17261,,22547,38.271077,-77.17261,,
24361,36.763059,-81.84774,,23126,37.902954,-77.14586,,23126,37.902954,-77.14586,,
23631,37.072658,-76.38992,,24361,36.763059,-81.84774,,24361,36.763059,-81.84774,,
22901,38.072402,-78.50149,,23631,37.072658,-76.38992,,23631,37.072658,-76.38992,,
23120,37.422868,-77.7813,,22901,38.072402,-78.50149,,22901,38.072402,-78.50149,,
23250,37.507498,-77.332916,,23120,37.422868,-77.7813,,23120,37.422868,-77.7813,,
24015,37.258787,-79.97816,,23250,37.507498,-77.332916,,23250,37.507498,-77.332916,,
24280,36.954936000000004,-81.94252,,24015,37.258787,-79.97816,,24015,37.258787,-79.97816,,
20106,38.683116,-77.99031,,24280,36.954936000000004,-81.94252,,24280,36.954936000000004,-81.94252,,
22307,38.774863,-77.0593,,20106,38.683116,-77.99031,,20106,38.683116,-77.99031,,
23692,37.178417,-76.46751,,22307,38.774863,-77.0593,,22307,38.774863,-77.0593,,
23308,37.828492,-75.61896,,23692,37.178417,-76.46751,,23692,37.178417,-76.46751,,
24313,36.909335,-80.80411,,23308,37.828492,-75.61896,,23308,37.828492,-75.61896,,
22121,38.830912,-77.432252,,24313,36.909335,-80.80411,,24313,36.909335,-80.80411,,
22728,38.587503,-77.70952,,22121,38.830912,-77.432252,,22121,38.830912,-77.432252,,
22508,38.326624,-77.76987,,22728,38.587503,-77.70952,,22728,38.587503,-77.70952,,
24475,37.9651,-79.2357,,22508,38.326624,-77.76987,,22508,38.326624,-77.76987,,
24093,37.377877,-80.85658,,24475,37.9651,-79.2357,,24475,37.9651,-79.2357,,
22715,38.414359,-78.18321,,24093,37.377877,-80.85658,,24093,37.377877,-80.85658,,
24323,36.88091,-81.1992,,22715,38.414359,-78.18321,,22715,38.414359,-78.18321,,
23705,36.868553,-76.355165,,24323,36.88091,-81.1992,,24323,36.88091,-81.1992,,
23504,36.859362,-76.27028,,23705,36.868553,-76.355165,,23705,36.868553,-76.355165,,
23227,37.606778,-77.44775,,23504,36.859362,-76.27028,,23504,36.859362,-76.27028,,
22302,38.829512,-77.08204,,23227,37.606778,-77.44775,,23227,37.606778,-77.44775,,
24270,36.720381,-82.26093,,22302,38.829512,-77.08204,,22302,38.829512,-77.08204,,
23275,37.524246,-77.493157,,24270,36.720381,-82.26093,,24270,36.720381,-82.26093,,
22840,38.387721,-78.73452,,23275,37.524246,-77.493157,,23275,37.524246,-77.493157,,
24569,37.041512,-79.1278,,22840,38.387721,-78.73452,,22840,38.387721,-78.73452,,
24614,37.296213,-82.05775,,24569,37.041512,-79.1278,,24569,37.041512,-79.1278,,
22544,38.271077,-77.17261,,24614,37.296213,-82.05775,,24614,37.296213,-82.05775,,
22305,38.836779,-77.06418,,22544,38.271077,-77.17261,,22544,38.271077,-77.17261,,
22641,39.076317,-78.39617,,22305,38.836779,-77.06418,,22305,38.836779,-77.06418,,
22038,38.852849,-77.30199,,22641,39.076317,-78.39617,,22641,39.076317,-78.39617,,
23898,36.836422999999996,-76.83731,,22038,38.852849,-77.30199,,22038,38.852849,-77.30199,,
22118,38.831813,-77.288755,,23898,36.836422999999996,-76.83731,,23898,36.836422999999996,-76.83731,,
22204,38.860247,-77.09627,,22118,38.831813,-77.288755,,22118,38.831813,-77.288755,,
22875,38.665568,-78.466716,,22204,38.860247,-77.09627,,22204,38.860247,-77.09627,,
23976,36.848612,-78.59064,,22875,38.665568,-78.466716,,22875,38.665568,-78.466716,,
24517,37.127543,-79.27409,,23976,36.848612,-78.59064,,23976,36.848612,-78.59064,,
24656,37.198005,-82.12193,,24517,37.127543,-79.27409,,24517,37.127543,-79.27409,,
23130,37.405038,-76.27785,,24656,37.198005,-82.12193,,24656,37.198005,-82.12193,,
24230,36.952634,-82.46657,,23130,37.405038,-76.27785,,23130,37.405038,-76.27785,,
24438,37.555083,-79.786151,,24230,36.952634,-82.46657,,24230,36.952634,-82.46657,,
22848,38.384681,-78.891422,,24438,37.555083,-79.786151,,24438,37.555083,-79.786151,,
23066,37.501358,-76.28453,,22848,38.384681,-78.891422,,22848,38.384681,-78.891422,,
22623,38.853733,-78.141239,,23066,37.501358,-76.28453,,23066,37.501358,-76.28453,,
23974,36.987595,-78.23285,,22623,38.853733,-78.141239,,22623,38.853733,-78.141239,,
24628,37.308652,-82.18593,,23974,36.987595,-78.23285,,23974,36.987595,-78.23285,,
22009,38.831813,-77.288755,,24628,37.308652,-82.18593,,24628,37.308652,-82.18593,,
23059,37.686152,-77.53651,,22009,38.831813,-77.288755,,22009,38.831813,-77.288755,,
23274,37.524246,-77.493157,,23059,37.686152,-77.53651,,23059,37.686152,-77.53651,,
23502,36.855247,-76.21233,,23274,37.524246,-77.493157,,23274,37.524246,-77.493157,,
24457,37.802424,-79.86351,,23502,36.855247,-76.21233,,23502,36.855247,-76.21233,,
23220,37.549396,-77.45739,,24457,37.802424,-79.86351,,24457,37.802424,-79.86351,,
22733,38.324175,-78.05877,,23220,37.549396,-77.45739,,23220,37.549396,-77.45739,,
23229,37.593546,-77.56271,,22733,38.324175,-78.05877,,22733,38.324175,-78.05877,,
23303,37.892445,-75.51107,,23229,37.593546,-77.56271,,23229,37.593546,-77.56271,,
24458,38.322663,-79.54418,,23303,37.892445,-75.51107,,23303,37.892445,-75.51107,,
22303,38.792863,-77.07964,,24458,38.322663,-79.54418,,24458,38.322663,-79.54418,,
23002,37.338511,-77.95893,,22303,38.792863,-77.07964,,22303,38.792863,-77.07964,,
24111,37.174227,-80.395698,,23002,37.338511,-77.95893,,23002,37.338511,-77.95893,,
22968,38.233717,-78.41009,,24111,37.174227,-80.395698,,24111,37.174227,-80.395698,,
23291,37.524246,-77.493157,,22968,38.233717,-78.41009,,22968,38.233717,-78.41009,,
23255,37.531296,-77.416103,,23291,37.524246,-77.493157,,23291,37.524246,-77.493157,,
23286,37.524246,-77.493157,,23255,37.531296,-77.416103,,23255,37.531296,-77.416103,,
24541,36.581085,-79.45027,,23286,37.524246,-77.493157,,23286,37.524246,-77.493157,,
22924,38.000289,-78.72662,,24541,36.581085,-79.45027,,24541,36.581085,-79.45027,,
23009,37.790757,-77.17553,,22924,38.000289,-78.72662,,22924,38.000289,-78.72662,,
22643,38.905106,-77.98948,,23009,37.790757,-77.17553,,23009,37.790757,-77.17553,,
23109,37.43704,-76.30724,,22643,38.905106,-77.98948,,22643,38.905106,-77.98948,,
22482,37.733327,-76.34389,,23109,37.43704,-76.30724,,23109,37.43704,-76.30724,,
23079,37.748645,-76.66735,,22482,37.733327,-76.34389,,22482,37.733327,-76.34389,,
24061,37.179115,-80.351482,,23079,37.748645,-76.66735,,23079,37.748645,-76.66735,,
23083,37.303726,-78.11349,,24061,37.179115,-80.351482,,24061,37.179115,-80.351482,,
23437,36.642645,-76.82272,,23083,37.303726,-78.11349,,23083,37.303726,-78.11349,,
23054,37.733844,-77.888082,,23437,36.642645,-76.82272,,23437,36.642645,-76.82272,,
23285,37.524246,-77.493157,,23054,37.733844,-77.888082,,23054,37.733844,-77.888082,,
23017,37.418242,-76.508402,,23285,37.524246,-77.493157,,23285,37.524246,-77.493157,,
22321,38.831813,-77.288755,,23017,37.418242,-76.508402,,23017,37.418242,-76.508402,,
23031,37.598391,-76.447551,,22321,38.831813,-77.288755,,22321,38.831813,-77.288755,,
22119,38.831813,-77.288755,,23031,37.598391,-76.447551,,23031,37.598391,-76.447551,,
23606,37.078196,-76.49446,,22119,38.831813,-77.288755,,22119,38.831813,-77.288755,,
22726,38.411845,-77.82208,,23606,37.078196,-76.49446,,23606,37.078196,-76.49446,,
22560,37.916172,-76.90656,,22726,38.411845,-77.82208,,22726,38.411845,-77.82208,,
22812,38.398049,-79.00071,,22560,37.916172,-76.90656,,22560,37.916172,-76.90656,,
24256,37.213189,-82.29759,,22812,38.398049,-79.00071,,22812,38.398049,-79.00071,,
24285,36.953228,-82.79025,,24256,37.213189,-82.29759,,24256,37.213189,-82.29759,,
22034,38.831813,-77.288755,,24285,36.953228,-82.79025,,24285,36.953228,-82.79025,,
23704,36.830748,-76.31369,,22034,38.831813,-77.288755,,22034,38.831813,-77.288755,,
22315,38.757924,-77.15284,,23704,36.830748,-76.31369,,23704,36.830748,-76.31369,,
22442,38.121793,-76.79025,,22315,38.757924,-77.15284,,22315,38.757924,-77.15284,,
23129,37.698646,-77.77111,,22442,38.121793,-76.79025,,22442,38.121793,-76.79025,,
24085,37.671394,-79.81681,,23129,37.698646,-77.77111,,23129,37.698646,-77.77111,,
22203,38.874979,-77.11455,,24085,37.671394,-79.81681,,24085,37.671394,-79.81681,,
23292,37.524246,-77.493157,,22203,38.874979,-77.11455,,22203,38.874979,-77.11455,,
24105,36.901524,-80.5936,,23292,37.524246,-77.493157,,23292,37.524246,-77.493157,,
24468,38.385967,-79.559157,,24105,36.901524,-80.5936,,24105,36.901524,-80.5936,,
24631,37.223011,-82.00538,,24468,38.385967,-79.559157,,24468,38.385967,-79.559157,,
24412,38.054111,-79.84575,,24631,37.223011,-82.00538,,24631,37.223011,-82.00538,,
20139,38.651558,-77.70361,,24412,38.054111,-79.84575,,24412,38.054111,-79.84575,,
24072,37.040036,-80.2167,,20139,38.651558,-77.70361,,20139,38.651558,-77.70361,,
24237,37.001752,-82.28089,,24072,37.040036,-80.2167,,24072,37.040036,-80.2167,,
24029,37.274175,-79.95786,,24237,37.001752,-82.28089,,24237,37.001752,-82.28089,,
24210,36.728639,-82.00845,,24029,37.274175,-79.95786,,24029,37.274175,-79.95786,,
24065,37.116716,-79.95528,,24210,36.728639,-82.00845,,24210,36.728639,-82.00845,,
23924,36.806422,-78.46048,,24065,37.116716,-79.95528,,24065,37.116716,-79.95528,,
20184,38.997904,-77.87487,,23924,36.806422,-78.46048,,23924,36.806422,-78.46048,,
22191,38.63275,-77.26786,,20184,38.997904,-77.87487,,20184,38.997904,-77.87487,,
22093,39.085309,-77.645224,,22191,38.63275,-77.26786,,22191,38.63275,-77.26786,,
22865,38.65845,-78.426788,,22093,39.085309,-77.645224,,22093,39.085309,-77.645224,,
22945,38.065383,-78.595831,,22865,38.65845,-78.426788,,22865,38.65845,-78.426788,,
23089,37.435153,-76.90719,,22945,38.065383,-78.595831,,22945,38.065383,-78.595831,,
23201,37.541106,-77.431825,,23089,37.435153,-76.90719,,23089,37.435153,-76.90719,,
22081,38.873861,-77.234454,,23201,37.541106,-77.431825,,23201,37.541106,-77.431825,,
23304,36.99497,-76.56901,,22081,38.873861,-77.234454,,22081,38.873861,-77.234454,,
23529,36.931166,-76.23972,,23304,36.99497,-76.56901,,23304,36.99497,-76.56901,,
24562,37.715293,-78.64175,,23529,36.931166,-76.23972,,23529,36.931166,-76.23972,,
20117,38.983902,-77.74903,,24562,37.715293,-78.64175,,24562,37.715293,-78.64175,,
20155,38.803732,-77.62404,,20117,38.983902,-77.74903,,20117,38.983902,-77.74903,,
22960,38.231526,-78.07923,,20155,38.803732,-77.62404,,20155,38.803732,-77.62404,,
23843,36.848712,-77.80682,,22960,38.231526,-78.07923,,22960,38.231526,-78.07923,,
22664,38.881558,-78.51586,,23843,36.848712,-77.80682,,23843,36.848712,-77.80682,,
24521,37.616606,-79.08763,,22664,38.881558,-78.51586,,22664,38.881558,-78.51586,,
20147,39.041978,-77.49064,,24521,37.616606,-79.08763,,24521,37.616606,-79.08763,,
24459,38.042173,-79.28175,,20147,39.041978,-77.49064,,20147,39.041978,-77.49064,,
20197,39.191333,-77.63118,,24459,38.042173,-79.28175,,24459,38.042173,-79.28175,,
22161,38.807462,-77.219354,,20197,39.191333,-77.63118,,20197,39.191333,-77.63118,,
23104,37.298919,-76.530276,,22161,38.807462,-77.219354,,22161,38.807462,-77.219354,,
23249,37.524246,-77.493157,,23104,37.298919,-76.530276,,23104,37.298919,-76.530276,,
22435,37.996825,-76.56435,,23249,37.524246,-77.493157,,23249,37.524246,-77.493157,,
24141,37.11979,-80.57325,,22435,37.996825,-76.56435,,22435,37.996825,-76.56435,,
22036,38.735114,-77.07965,,24141,37.11979,-80.57325,,24141,37.11979,-80.57325,,
22625,39.345906,-78.30975,,22036,38.735114,-77.07965,,22036,38.735114,-77.07965,,
24126,37.069206,-80.689067,,22625,39.345906,-78.30975,,22625,39.345906,-78.30975,,
23280,37.637622,-77.46836,,24126,37.069206,-80.689067,,24126,37.069206,-80.689067,,
23350,37.522269,-75.86132,,23280,37.637622,-77.46836,,23280,37.637622,-77.46836,,
20112,38.685117,-77.44796,,23350,37.522269,-75.86132,,23350,37.522269,-75.86132,,
22405,38.317636,-77.43297,,20112,38.685117,-77.44796,,20112,38.685117,-77.44796,,
22958,37.905649,-78.90273,,22405,38.317636,-77.43297,,22405,38.317636,-77.43297,,
23887,36.563755,-77.82652,,22958,37.905649,-78.90273,,22958,37.905649,-78.90273,,
24246,36.864429,-82.737469,,23887,36.563755,-77.82652,,23887,36.563755,-77.82652,,
22553,38.207275,-77.64378,,24246,36.864429,-82.737469,,24246,36.864429,-82.737469,,
24556,37.361512,-79.3981,,22553,38.207275,-77.64378,,22553,38.207275,-77.64378,,
23651,37.002997,-76.32039,,24556,37.361512,-79.3981,,24556,37.361512,-79.3981,,
22404,38.298305,-77.489913,,23651,37.002997,-76.32039,,23651,37.002997,-76.32039,,
22853,38.641556,-78.76258,,22404,38.298305,-77.489913,,22404,38.298305,-77.489913,,
23284,37.549446,-77.451155,,22853,38.641556,-78.76258,,22853,38.641556,-78.76258,,
24115,36.679571,-79.865168,,23284,37.549446,-77.451155,,23284,37.549446,-77.451155,,
23417,37.70973,-75.76272,,24115,36.679571,-79.865168,,24115,36.679571,-79.865168,,
